,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq=-7,MSinceMostRecentInqexcl7days=-7,MSinceOldestTradeOpen=-8,MSinceMostRecentDelq=-8,MSinceMostRecentInqexcl7days=-8,NetFractionRevolvingBurden=-8,NetFractionInstallBurden=-8,NumRevolvingTradesWBalance=-8,NumInstallTradesWBalance=-8,NumBank2NatlTradesWHighUtilization=-8,PercentTradesWBalance=-8
382,80.0,181.0,9.0,53.0,13.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,13.0,1.0,62.0,0.0,0.0,0.0,44.0,92.0,2.0,3.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,81.0,210.0,22.0,106.0,6.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,6.0,0.0,50.0,0.0,0.0,0.0,35.0,68.49310277831746,2.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
384,82.0,189.0,2.0,86.0,13.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,14.0,3.0,57.0,2.4847233691164328,3.0,3.0,18.0,81.0,2.0,3.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,57.0,134.0,3.0,66.0,36.0,0.0,0.0,97.0,22.0,6.0,6.0,36.0,3.0,25.0,0.0,2.0,2.0,64.0,29.0,11.0,5.0,9.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,69.0,82.0,4.0,35.0,11.0,1.0,1.0,92.0,77.0,6.0,4.0,12.0,3.0,25.0,3.0,6.0,6.0,45.0,62.0,5.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,65.0,140.0,14.0,49.0,12.0,1.0,1.0,100.0,21.751674522451005,6.0,8.0,12.0,0.0,58.0,0.0,0.0,0.0,66.0,68.49310277831746,2.0,3.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
388,74.0,385.0,2.0,72.0,35.0,1.0,1.0,95.0,69.0,6.0,4.0,37.0,6.0,49.0,3.0,1.0,1.0,34.0,95.0,3.0,5.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,79.0,153.0,4.0,64.0,11.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,8.0,3.0,36.0,11.0,0.0,0.0,68.0,54.0,3.0,3.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,65.0,138.0,5.0,68.0,35.0,0.0,0.0,97.0,21.751674522451005,5.0,7.0,36.0,2.0,53.0,0.0,0.0,0.0,76.0,78.0,12.0,4.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,72.0,84.0,7.0,45.0,21.0,0.0,0.0,95.0,25.0,6.0,6.0,22.0,3.0,50.0,0.0,0.0,0.0,6.0,72.0,6.0,3.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,57.0,234.0,31.0,106.0,40.0,0.0,0.0,98.0,6.0,4.0,6.0,41.0,0.0,24.0,2.4847233691164328,3.0,3.0,69.0,30.0,16.0,2.0,7.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,51.0,91.0,5.0,27.0,7.0,2.0,2.0,75.0,3.0,0.0,2.0,9.0,3.0,63.0,0.0,4.0,4.0,76.0,89.0,3.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,80.0,163.0,1.0,65.0,27.0,0.0,0.0,97.0,41.0,6.0,6.0,29.0,1.0,45.0,11.0,0.0,0.0,23.0,68.49310277831746,5.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,66.0,19.0,5.0,11.0,5.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,5.0,3.0,40.0,0.0,2.0,2.0,66.0,80.0,3.0,2.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,61.0,58.0,15.0,41.0,2.0,4.0,4.0,100.0,21.751674522451005,0.0,8.0,7.0,0.0,67.0,0.0,0.0,0.0,0.0,68.49310277831746,0.0,2.4912524298805887,1.1065750471571005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
397,61.0,21.0,4.0,9.0,9.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,9.0,6.0,78.0,0.0,3.0,3.0,73.0,68.0,1.0,3.0,1.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,55.0,303.0,4.0,76.0,20.0,1.0,0.0,86.0,0.0,3.0,5.0,21.0,2.0,57.0,4.0,1.0,1.0,44.0,90.0,5.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,75.0,303.0,4.0,97.0,35.0,1.0,1.0,97.0,29.0,6.0,2.0,37.0,1.0,49.0,0.0,0.0,0.0,6.0,49.0,2.0,2.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,70.0,389.0,3.0,81.0,64.0,0.0,0.0,98.0,24.0,6.0,6.0,66.0,3.0,26.0,0.0,6.0,5.0,67.0,57.0,32.0,5.0,7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,68.0,95.0,4.0,42.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,22.0,2.0,14.0,0.0,2.0,2.0,65.0,13.0,3.0,2.0,1.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,44.0,90.0,13.0,51.0,9.0,5.0,4.0,47.0,3.0,0.0,2.0,16.0,0.0,38.0,0.0,3.0,1.0,82.0,81.0,4.0,3.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,82.0,154.0,1.0,82.0,35.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,36.0,5.0,42.0,0.0,1.0,1.0,12.0,100.0,2.0,2.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,56.0,91.0,3.0,46.0,27.0,0.0,0.0,96.0,9.0,4.0,6.0,27.0,5.0,19.0,2.0,1.0,1.0,86.0,69.0,17.0,2.0,8.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,89.0,280.0,10.0,90.0,19.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,20.0,1.0,16.0,2.4847233691164328,0.0,0.0,1.0,68.49310277831746,2.0,1.0,0.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
406,61.0,119.0,5.0,60.0,8.0,1.0,1.0,78.0,8.0,4.0,3.0,9.0,1.0,67.0,0.0,0.0,0.0,115.0,78.0,1.0,2.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,67.0,196.0,9.0,94.0,20.0,1.0,1.0,86.0,9.0,0.0,2.0,27.0,2.0,52.0,2.4847233691164328,0.0,0.0,40.0,93.0,3.0,2.0,1.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,68.0,129.0,4.0,55.0,27.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,27.0,2.0,44.0,0.0,1.0,1.0,75.0,96.0,7.0,3.0,3.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,65.0,82.0,1.0,43.0,25.0,2.0,1.0,97.0,70.0,6.0,5.0,30.0,3.0,33.0,2.0,4.0,4.0,33.0,53.0,2.0,8.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,58.0,122.0,5.0,52.0,12.0,2.0,1.0,85.0,14.0,0.0,5.0,13.0,2.0,46.0,2.4847233691164328,1.0,1.0,72.0,73.0,5.0,4.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,75.0,288.0,10.0,132.0,36.0,0.0,0.0,100.0,21.751674522451005,5.0,8.0,36.0,2.0,19.0,0.0,0.0,0.0,32.0,68.49310277831746,11.0,1.0,2.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
412,67.0,212.0,16.0,87.0,24.0,2.0,0.0,86.0,13.0,6.0,5.0,29.0,0.0,55.0,0.0,1.0,1.0,41.0,92.0,6.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,70.0,213.0,4.0,90.0,36.0,0.0,0.0,97.0,45.0,6.0,6.0,36.0,1.0,39.0,0.0,1.0,1.0,93.0,67.0,5.0,4.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,65.0,116.0,1.0,58.0,24.0,1.0,1.0,100.0,21.751674522451005,7.0,8.0,38.0,6.0,59.0,0.0,7.0,7.0,35.0,78.0,3.0,7.0,2.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,56.0,266.0,2.0,94.0,29.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,30.0,1.0,17.0,0.0,2.0,2.0,76.0,6.0,14.0,2.0,7.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,82.0,156.0,21.0,84.0,12.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,12.0,0.0,42.0,0.0,0.0,0.0,73.0,68.0,3.0,2.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,60.0,212.0,2.0,84.0,43.0,0.0,0.0,93.0,11.0,4.0,6.0,44.0,3.0,23.0,2.0,4.0,4.0,20.0,75.0,10.0,3.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,67.0,159.0,14.0,88.0,14.0,1.0,1.0,87.0,25.0,6.0,2.0,16.0,0.0,20.0,2.4847233691164328,0.0,0.0,68.0,23.0,5.0,2.0,2.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,74.0,198.0,4.0,53.0,11.0,1.0,1.0,92.0,62.0,6.0,2.0,12.0,1.0,33.0,4.0,2.0,2.0,3.0,68.49310277831746,2.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
420,80.0,232.0,7.0,75.0,33.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,34.0,2.0,38.0,6.0,0.0,0.0,5.0,37.0,3.0,3.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,66.0,201.11119781506048,8.0,77.0,16.0,1.0,1.0,88.0,72.0,6.0,6.0,0.0,2.0,13.0,2.4847233691164328,1.0,1.0,43.0,68.49310277831746,3.0,1.0,1.0,63.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
422,61.0,120.0,8.0,69.0,26.0,0.0,0.0,96.0,39.0,6.0,6.0,28.0,2.0,15.0,2.4847233691164328,4.0,4.0,90.0,71.0,5.0,2.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,60.0,240.0,60.0,135.0,11.0,1.0,1.0,67.0,4.0,4.0,6.0,13.0,0.0,8.0,0.0,4.0,4.0,20.0,68.49310277831746,4.0,2.4912524298805887,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
424,66.0,273.0,1.0,111.0,26.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,28.0,1.0,7.0,0.0,3.0,3.0,74.0,68.49310277831746,7.0,2.4912524298805887,5.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
425,58.0,223.0,3.0,106.0,24.0,2.0,2.0,89.0,0.0,4.0,3.0,27.0,5.0,37.0,0.0,1.0,1.0,31.0,93.0,4.0,4.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,81.0,300.0,2.0,90.0,18.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,19.0,4.0,21.0,2.0,1.0,1.0,17.0,68.49310277831746,3.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
427,89.0,450.0,5.0,122.0,17.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,19.0,1.0,21.0,4.0,1.0,1.0,4.0,68.49310277831746,3.0,2.4912524298805887,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
428,80.0,208.0,7.0,116.0,15.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,15.0,2.0,27.0,1.0,1.0,1.0,38.0,34.0,3.0,3.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,60.0,313.0,2.0,78.0,27.0,4.0,1.0,76.0,9.0,4.0,3.0,33.0,4.0,36.0,0.0,5.0,5.0,42.0,30.0,6.0,2.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,81.0,176.0,5.0,78.0,37.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,36.0,4.0,37.0,2.4847233691164328,2.0,2.0,0.0,80.0,2.0,3.0,0.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,70.0,132.0,1.0,41.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,23.0,9.0,22.0,2.4847233691164328,3.0,3.0,50.0,99.0,3.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,77.0,142.0,4.0,71.0,33.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,33.0,2.0,55.0,1.0,2.0,2.0,0.0,78.0,2.0,5.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,69.0,139.0,4.0,95.0,28.0,1.0,1.0,91.0,4.0,4.0,6.0,23.0,3.0,50.0,4.0,1.0,1.0,45.0,48.0,5.0,2.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,65.0,273.0,7.0,116.0,18.0,0.0,0.0,84.0,21.0,6.0,6.0,19.0,2.0,47.0,0.0,1.0,1.0,86.0,68.49310277831746,5.0,2.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,67.0,261.0,17.0,118.0,27.0,1.0,0.0,93.0,4.0,4.0,5.0,28.0,0.0,29.0,2.0,6.0,6.0,40.0,68.49310277831746,4.0,3.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
436,84.0,146.0,12.0,80.0,22.0,0.0,0.0,95.0,46.0,6.0,6.0,22.0,0.0,0.0,1.0,2.0,2.0,0.0,68.49310277831746,0.0,2.4912524298805887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
437,82.0,220.0,3.0,59.0,27.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,27.0,4.0,26.0,0.0,1.0,0.0,7.0,89.0,2.0,3.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,68.0,207.0,6.0,69.0,20.0,1.0,1.0,90.0,8.0,4.0,2.0,21.0,2.0,33.0,0.0,0.0,0.0,75.0,85.0,5.0,3.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,69.0,216.0,36.0,82.0,15.0,1.0,1.0,93.0,24.0,6.0,6.0,15.0,0.0,33.0,2.4847233691164328,0.0,0.0,51.0,68.49310277831746,8.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
440,75.0,293.0,9.0,143.0,9.0,0.0,0.0,89.0,11.0,4.0,6.0,9.0,2.0,22.0,0.0,0.0,0.0,59.0,78.0,3.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,71.0,67.0,6.0,32.0,17.0,0.0,0.0,95.0,21.751674522451005,6.0,6.0,20.0,3.0,35.0,0.0,1.0,1.0,22.0,100.0,3.0,2.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,63.0,322.0,1.0,92.0,13.0,1.0,0.0,80.0,16.0,6.0,5.0,15.0,2.0,13.0,2.4847233691164328,1.0,1.0,72.0,68.49310277831746,4.0,2.0,4.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
443,78.0,240.0,10.0,83.0,51.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,56.0,2.0,29.0,0.0,1.0,1.0,21.0,85.0,3.0,3.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,79.0,168.0,7.0,81.0,16.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,18.0,1.0,44.0,4.0,1.0,1.0,0.0,46.0,1.0,2.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,87.0,359.0,13.0,125.0,18.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,18.0,0.0,33.0,0.0,0.0,0.0,1.0,51.0,3.0,3.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,79.0,264.0,11.0,110.0,17.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,17.0,1.0,12.0,0.0,1.0,1.0,27.0,68.49310277831746,7.0,1.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
447,73.0,311.0,7.0,77.0,13.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,13.0,2.0,46.0,0.0,0.0,0.0,69.0,93.0,5.0,2.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,81.0,261.0,5.0,62.0,25.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,17.0,2.0,52.0,5.0,0.0,0.0,6.0,35.0,5.0,6.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,78.0,234.0,11.0,115.0,15.0,0.0,0.0,93.0,21.751674522451005,6.0,6.0,15.0,1.0,33.0,0.0,0.0,0.0,76.0,57.0,3.0,2.0,1.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,71.0,522.0,14.0,159.0,14.0,1.0,0.0,88.0,10.0,4.0,5.0,16.0,0.0,38.0,0.0,0.0,0.0,44.0,77.0,5.0,2.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,72.0,225.0,3.0,68.0,28.0,0.0,0.0,96.0,18.0,6.0,6.0,28.0,4.0,18.0,2.4847233691164328,0.0,0.0,25.0,100.0,5.0,2.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,63.0,349.0,4.0,111.0,34.0,0.0,0.0,97.0,16.0,6.0,6.0,35.0,1.0,6.0,19.0,0.0,0.0,83.0,68.49310277831746,18.0,1.0,12.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,70.0,115.0,3.0,48.0,18.0,0.0,0.0,95.0,61.0,6.0,6.0,19.0,2.0,26.0,2.4847233691164328,5.0,5.0,72.0,50.0,3.0,3.0,1.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,62.0,164.0,7.0,64.0,21.0,0.0,0.0,86.0,5.0,4.0,6.0,21.0,1.0,19.0,0.0,0.0,0.0,70.0,52.0,5.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,63.0,257.0,6.0,90.0,28.0,0.0,0.0,93.0,2.0,4.0,6.0,29.0,4.0,14.0,0.0,5.0,5.0,60.0,87.0,3.0,3.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,65.0,37.0,5.0,20.0,16.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,16.0,5.0,44.0,0.0,0.0,0.0,58.0,84.0,1.0,3.0,1.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,60.0,146.0,11.0,99.0,16.0,0.0,0.0,81.0,7.0,4.0,6.0,16.0,1.0,13.0,10.0,0.0,0.0,42.0,68.49310277831746,7.0,1.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,74.0,65.0,2.0,34.0,6.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,9.0,2.0,11.0,0.0,3.0,3.0,56.0,100.0,2.0,1.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,84.0,380.0,10.0,100.0,15.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,51.0,1.0,27.0,5.0,0.0,0.0,0.0,87.0,1.0,2.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,88.0,201.11119781506048,4.0,129.0,10.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,10.0,1.0,40.0,2.4847233691164328,3.0,3.0,4.0,68.49310277831746,1.0,1.0,0.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,65.0,140.0,9.0,67.0,17.0,2.0,0.0,87.0,44.0,6.0,5.0,23.0,1.0,30.0,6.0,0.0,0.0,84.0,88.0,4.0,4.0,3.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,85.0,241.0,7.0,98.0,22.0,1.0,0.0,96.0,33.0,6.0,5.0,23.0,4.0,39.0,3.0,1.0,1.0,4.0,97.0,1.0,3.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,55.0,208.0,6.0,75.0,49.0,1.0,1.0,94.0,1.0,4.0,6.0,50.0,1.0,20.0,0.0,0.0,0.0,5.0,68.49310277831746,4.0,3.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
464,65.0,174.0,3.0,63.0,15.0,1.0,0.0,81.0,1.0,4.0,5.0,16.0,5.0,50.0,0.0,4.0,4.0,32.0,66.0,3.0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,69.0,90.0,14.0,44.0,13.0,1.0,1.0,100.0,21.751674522451005,6.0,8.0,13.0,0.0,15.0,0.0,0.0,0.0,79.0,88.0,6.0,2.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,65.0,259.0,5.0,91.0,18.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,27.0,2.0,11.0,0.0,1.0,1.0,89.0,68.49310277831746,7.0,2.4912524298805887,5.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
467,87.0,378.0,17.0,116.0,17.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,17.0,0.0,6.0,0.0,1.0,1.0,14.0,68.49310277831746,6.0,2.4912524298805887,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
468,74.0,16.0,2.0,9.0,2.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,3.0,2.0,33.0,0.0,3.0,3.0,8.0,83.0,2.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,87.0,201.11119781506048,18.0,102.0,11.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,11.0,0.0,9.0,2.4847233691164328,0.0,0.0,47.0,6.0,1.0,1.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,86.0,170.0,37.0,106.0,12.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,12.0,0.0,25.0,2.4847233691164328,0.0,0.0,18.0,68.49310277831746,2.0,1.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
471,86.0,153.0,5.0,70.0,13.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,14.0,1.0,29.0,2.4847233691164328,1.0,1.0,18.0,60.0,2.0,2.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,86.0,256.0,14.0,84.0,18.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,18.0,0.0,44.0,0.0,1.0,1.0,21.0,76.0,2.0,3.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,68.0,178.0,3.0,38.0,13.0,1.0,1.0,100.0,21.751674522451005,6.0,8.0,13.0,6.0,23.0,0.0,1.0,1.0,29.0,82.0,6.0,2.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,67.0,106.0,3.0,44.0,15.0,1.0,1.0,88.0,7.0,4.0,2.0,17.0,1.0,38.0,0.0,5.0,5.0,0.0,85.0,1.0,4.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,67.0,196.0,10.0,55.0,12.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,12.0,1.0,17.0,0.0,0.0,0.0,88.0,62.0,9.0,1.0,5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
